loan_id,name,phone_number,age,income,credit_score,education,loan_amount,loan_status
LID101246,User1246,9297682283,63,140234,308,Not Graduate,726079,Approved
LID101247,User1247,9360123997,24,64014,587,Graduate,158775,Rejected
LID101248,User1248,9569181490,46,162810,687,Not Graduate,861464,Approved
LID101249,User1249,9729254919,49,114333,349,Not Graduate,896056,Approved
LID101250,User1250,9705056170,54,198570,816,Graduate,914609,Approved
LID101251,User1251,9632385439,43,31120,886,Graduate,878396,Approved
LID101252,User1252,9809803698,57,159839,577,Not Graduate,735388,Rejected
LID101253,User1253,9553275441,31,42852,599,Graduate,161030,Approved
LID101254,User1254,9105985245,26,99239,888,Not Graduate,366790,Rejected
LID101255,User1255,9709114425,38,152001,434,Graduate,917619,Approved
LID101256,User1256,9122083302,41,111575,879,Graduate,451752,Approved
LID101257,User1257,9667441174,62,115040,446,Not Graduate,691687,Approved
LID101258,User1258,9425225622,56,168510,789,Graduate,106747,Approved
LID101259,User1259,9515030779,61,199587,777,Not Graduate,95712,Approved
LID101260,User1260,9535280112,58,25744,458,Graduate,449489,Rejected
LID101261,User1261,9749827540,54,193489,683,Graduate,383964,Approved
LID101262,User1262,9263028128,37,158141,462,Graduate,175342,Approved
LID101263,User1263,9590750894,57,62359,740,Graduate,665516,Rejected
LID101264,User1264,9931643362,45,170871,488,Graduate,386497,Rejected
LID101265,User1265,9266908923,58,118746,714,Not Graduate,537707,Approved
LID101266,User1266,9969640258,32,140906,638,Graduate,142091,Approved
LID101267,User1267,9455470057,43,27597,480,Not Graduate,398058,Approved
LID101268,User1268,9115356354,62,67093,587,Graduate,231902,Rejected
LID101269,User1269,9574576385,42,188298,486,Not Graduate,943150,Rejected
LID101270,User1270,9518707663,41,134650,437,Graduate,460343,Rejected
LID101271,User1271,9944505005,47,177489,429,Not Graduate,296222,Rejected
LID101272,User1272,9328409972,51,169765,493,Not Graduate,264560,Approved
LID101273,User1273,9980714656,26,140956,615,Graduate,585827,Rejected
LID101274,User1274,9269479990,47,135598,443,Graduate,752121,Approved
LID101275,User1275,9742380973,60,153241,315,Graduate,882651,Approved
LID101276,User1276,9724090546,54,173124,601,Not Graduate,982196,Approved
LID101277,User1277,9851167168,32,28036,722,Not Graduate,325478,Rejected
LID101278,User1278,9923910344,27,51778,544,Graduate,996119,Rejected
LID101279,User1279,9389746126,30,178806,406,Graduate,844335,Approved
LID101280,User1280,9845637835,37,174245,387,Not Graduate,471743,Rejected
LID101281,User1281,9860168127,46,181475,428,Not Graduate,983133,Rejected
LID101282,User1282,9340149155,41,157416,640,Graduate,564906,Approved
LID101283,User1283,9224364636,48,38800,303,Not Graduate,632296,Approved
LID101284,User1284,9958733700,22,45372,626,Graduate,526492,Rejected
LID101285,User1285,9814300984,63,81516,709,Graduate,411462,Approved
LID101286,User1286,9933755521,21,40538,605,Graduate,469924,Approved
LID101287,User1287,9441387247,56,83918,524,Not Graduate,716220,Rejected
LID101288,User1288,9250615502,46,166045,647,Not Graduate,984942,Rejected
LID101289,User1289,9260302646,49,91155,620,Not Graduate,117300,Approved
LID101290,User1290,9206223368,41,79500,858,Not Graduate,441407,Rejected
LID101291,User1291,9221707707,31,187647,480,Graduate,857274,Approved
LID101292,User1292,9138116854,60,193333,685,Not Graduate,241285,Approved
LID101293,User1293,9264852299,31,130659,407,Graduate,878804,Approved
LID101294,User1294,9670782703,56,47716,830,Graduate,426460,Approved
LID101295,User1295,9296501532,59,154308,709,Graduate,148971,Rejected
LID101296,User1296,9957967472,60,166920,595,Not Graduate,88744,Approved
LID101297,User1297,9325638643,55,22352,470,Graduate,428226,Approved
LID101298,User1298,9873977709,54,153004,630,Graduate,369586,Approved
LID101299,User1299,9877929680,44,96449,792,Not Graduate,965502,Rejected
LID101300,User1300,9735569655,42,28556,494,Graduate,660278,Approved
LID101301,User1301,9874372680,25,106836,311,Not Graduate,958102,Approved
LID101302,User1302,9870403623,53,156570,494,Not Graduate,419061,Approved
LID101303,User1303,9631572557,56,70098,789,Not Graduate,284975,Rejected
LID101304,User1304,9847382708,40,132169,481,Graduate,577938,Approved
LID101305,User1305,9107135385,39,160641,615,Not Graduate,619405,Approved
LID101306,User1306,9730605363,55,146060,329,Not Graduate,927676,Approved
LID101307,User1307,9371470281,63,150544,895,Not Graduate,839622,Rejected
LID101308,User1308,9161574903,37,20340,395,Not Graduate,98113,Approved
LID101309,User1309,9849682841,63,195021,680,Graduate,189861,Approved
LID101310,User1310,9271444495,54,102302,743,Not Graduate,82125,Approved
LID101311,User1311,9869123049,29,20138,597,Graduate,279767,Approved
LID101312,User1312,9299201883,46,151430,660,Not Graduate,442144,Rejected
LID101313,User1313,9780706238,22,139619,673,Graduate,984963,Approved
LID101314,User1314,9949322904,29,105376,853,Not Graduate,740778,Rejected
LID101315,User1315,9640004946,29,119931,602,Graduate,948336,Rejected
LID101316,User1316,9226502985,60,181726,720,Not Graduate,228157,Approved
LID101317,User1317,9482911542,37,176951,545,Graduate,593056,Rejected
LID101318,User1318,9341891806,21,101532,536,Graduate,755321,Rejected
LID101319,User1319,9679682110,45,75778,833,Graduate,393243,Rejected
LID101320,User1320,9309669769,63,57772,484,Not Graduate,303807,Approved
LID101321,User1321,9735694520,60,78478,767,Graduate,733245,Approved
LID101322,User1322,9936849022,62,46762,662,Graduate,661709,Approved
LID101323,User1323,9264915060,45,164355,582,Graduate,766442,Rejected
LID101324,User1324,9481353306,59,190492,852,Graduate,843327,Approved
LID101325,User1325,9715417480,55,75568,635,Not Graduate,231383,Approved
LID101326,User1326,9249224212,23,105090,461,Graduate,794854,Approved
LID101327,User1327,9964539035,57,40219,459,Graduate,248139,Approved
LID101328,User1328,9731618486,64,77169,773,Graduate,121017,Approved
LID101329,User1329,9179123332,64,94965,621,Not Graduate,860364,Approved
LID101330,User1330,9607533085,50,197912,311,Graduate,595648,Approved
LID101331,User1331,9688146018,58,195767,723,Graduate,891279,Rejected
LID101332,User1332,9119071690,54,104754,372,Graduate,552394,Approved
LID101333,User1333,9372823547,32,97988,887,Graduate,664653,Rejected
LID101334,User1334,9863190949,39,170023,500,Not Graduate,659756,Approved
LID101335,User1335,9989072874,57,152379,821,Graduate,307137,Approved
LID101336,User1336,9175692157,64,100388,804,Graduate,351075,Rejected
LID101337,User1337,9352908868,37,110768,338,Not Graduate,105823,Rejected
LID101338,User1338,9656507051,30,55428,359,Not Graduate,874464,Approved
LID101339,User1339,9257014018,32,112021,877,Not Graduate,821279,Rejected
LID101340,User1340,9544371127,36,138418,620,Graduate,786786,Rejected
LID101341,User1341,9642915377,44,190047,734,Not Graduate,68807,Rejected
LID101342,User1342,9952435611,39,152212,707,Graduate,979271,Approved
LID101343,User1343,9531446928,28,175914,685,Not Graduate,713431,Approved
LID101344,User1344,9765274333,51,46421,868,Graduate,627701,Approved
LID101345,User1345,9503206366,41,21708,377,Not Graduate,731509,Approved
LID101346,User1346,9125121550,37,154702,493,Graduate,589828,Approved
LID101347,User1347,9385596489,43,170667,584,Not Graduate,806572,Rejected
LID101348,User1348,9418579760,57,96021,826,Graduate,120248,Approved
LID101349,User1349,9234474938,36,179380,823,Graduate,302515,Approved
LID101350,User1350,9954955769,26,64789,455,Graduate,797097,Approved
LID101351,User1351,9240453995,28,46086,639,Graduate,160494,Rejected
LID101352,User1352,9780356091,45,36859,424,Graduate,823931,Approved
LID101353,User1353,9886700697,38,27684,579,Graduate,659723,Rejected
LID101354,User1354,9473691440,45,111088,427,Graduate,594075,Approved
LID101355,User1355,9901691318,32,152279,613,Graduate,333126,Rejected
LID101356,User1356,9761462074,35,66099,631,Not Graduate,300768,Rejected
LID101357,User1357,9280954803,46,86093,449,Graduate,596894,Approved
LID101358,User1358,9425436337,61,180761,753,Graduate,832920,Rejected
LID101359,User1359,9510819499,46,68651,335,Not Graduate,977654,Approved
LID101360,User1360,9724924745,52,33893,719,Graduate,822783,Approved
LID101361,User1361,9284266502,30,86418,321,Not Graduate,283867,Approved
LID101362,User1362,9327703799,36,145074,505,Graduate,162223,Approved
LID101363,User1363,9175222457,27,123065,655,Not Graduate,621224,Rejected
LID101364,User1364,9450277158,37,150351,739,Not Graduate,667574,Approved
LID101365,User1365,9287615771,43,58635,395,Graduate,976097,Approved
LID101366,User1366,9915108049,46,115071,463,Not Graduate,984862,Approved
LID101367,User1367,9994978201,41,98518,447,Graduate,611669,Approved
LID101368,User1368,9780611725,42,126233,829,Graduate,433609,Approved
LID101369,User1369,9981455530,27,123651,593,Graduate,864506,Rejected
LID101370,User1370,9312192327,34,92805,494,Graduate,463811,Approved
LID101371,User1371,9803801785,35,179136,779,Not Graduate,618482,Approved
LID101372,User1372,9760637915,27,142813,422,Graduate,754737,Approved
LID101373,User1373,9448104492,29,99063,699,Not Graduate,338997,Approved
LID101374,User1374,9663928622,28,22454,751,Not Graduate,385863,Approved
LID101375,User1375,9829260441,43,40878,403,Graduate,201733,Rejected
LID101376,User1376,9587679260,49,164063,761,Graduate,573512,Approved
LID101377,User1377,9831212065,38,88344,695,Graduate,755853,Approved
LID101378,User1378,9766291655,51,124946,636,Graduate,693012,Approved
LID101379,User1379,9764165966,50,56593,898,Not Graduate,287777,Approved
LID101380,User1380,9194512931,59,56304,441,Graduate,217567,Rejected
LID101381,User1381,9788924179,55,181458,616,Not Graduate,63703,Approved
LID101382,User1382,9771753675,38,133613,857,Graduate,998319,Approved
LID101383,User1383,9426920877,62,172155,826,Graduate,997069,Rejected
LID101384,User1384,9696502544,59,38354,855,Graduate,953923,Approved
LID101385,User1385,9662082987,37,42190,700,Graduate,108453,Approved
LID101386,User1386,9832879849,34,26142,609,Not Graduate,662766,Approved
LID101387,User1387,9349428712,51,179470,794,Not Graduate,551738,Approved
LID101388,User1388,9325599733,44,61862,855,Graduate,869593,Rejected
LID101389,User1389,9601884348,55,170575,408,Not Graduate,237063,Approved
LID101390,User1390,9939553335,64,145438,671,Not Graduate,426440,Rejected
LID101391,User1391,9313752857,54,68456,505,Graduate,288411,Approved
LID101392,User1392,9582162650,23,120167,342,Graduate,452932,Rejected
LID101393,User1393,9633709308,57,102035,544,Not Graduate,869781,Approved
LID101394,User1394,9994124010,63,28016,586,Not Graduate,621386,Approved
LID101395,User1395,9373131388,60,22384,654,Not Graduate,420579,Approved
LID101396,User1396,9477263216,46,166144,775,Not Graduate,967636,Approved
LID101397,User1397,9315803457,43,122239,382,Graduate,101990,Approved
LID101398,User1398,9366260627,64,131431,409,Graduate,381065,Rejected
LID101399,User1399,9750364969,59,100018,489,Not Graduate,741898,Rejected
LID101400,User1400,9158510020,35,60510,550,Graduate,674860,Approved
LID101401,User1401,9332169563,24,41826,590,Not Graduate,811269,Approved
LID101402,User1402,9561961334,49,88026,500,Not Graduate,319357,Rejected
LID101403,User1403,9415762605,42,141668,625,Graduate,174693,Approved
LID101404,User1404,9764911872,45,176590,810,Not Graduate,225295,Rejected
LID101405,User1405,9740608406,33,44045,708,Not Graduate,928087,Approved
LID101406,User1406,9876473387,38,110102,807,Graduate,835786,Approved
LID101407,User1407,9220417788,53,71919,371,Graduate,380515,Approved
LID101408,User1408,9854507702,36,119441,546,Not Graduate,118274,Approved
LID101409,User1409,9124777330,62,178175,886,Not Graduate,944285,Approved
LID101410,User1410,9548359005,64,187260,865,Graduate,316278,Rejected
LID101411,User1411,9377970780,22,156917,643,Not Graduate,927860,Rejected
LID101412,User1412,9710879964,55,187746,353,Not Graduate,613889,Approved
LID101413,User1413,9781109002,62,138325,827,Graduate,910321,Approved
LID101414,User1414,9261077974,54,39337,831,Graduate,327834,Approved
LID101415,User1415,9559884466,50,173385,857,Graduate,314053,Rejected
LID101416,User1416,9608280554,33,178015,492,Graduate,403383,Approved
LID101417,User1417,9153615950,33,97949,357,Graduate,392176,Approved
LID101418,User1418,9641155237,38,20276,736,Graduate,586350,Approved
LID101419,User1419,9819472770,52,71151,410,Not Graduate,387530,Approved
LID101420,User1420,9368858147,52,168683,428,Not Graduate,798597,Rejected
LID101421,User1421,9102901687,55,163016,625,Graduate,740091,Approved
LID101422,User1422,9302801829,59,72887,307,Graduate,186225,Approved
LID101423,User1423,9831356366,49,101442,328,Not Graduate,191553,Approved
LID101424,User1424,9546985364,49,69847,411,Not Graduate,149270,Approved
LID101425,User1425,9903676128,64,78653,430,Not Graduate,902857,Approved
LID101426,User1426,9358775704,36,76622,487,Graduate,768960,Approved
LID101427,User1427,9507146095,64,47810,774,Graduate,659269,Approved
LID101428,User1428,9106258715,30,97842,663,Not Graduate,678758,Approved
LID101429,User1429,9181482568,50,142225,503,Graduate,733565,Approved
LID101430,User1430,9402203039,45,30503,511,Graduate,138887,Approved
LID101431,User1431,9754422188,59,104761,575,Graduate,393686,Rejected
LID101432,User1432,9999225474,40,188048,372,Not Graduate,885544,Approved
LID101433,User1433,9278467151,25,146439,542,Not Graduate,192012,Approved
LID101434,User1434,9903910982,21,31590,401,Graduate,895442,Approved
LID101435,User1435,9805102169,50,161958,470,Graduate,782154,Approved
LID101436,User1436,9449650904,23,163938,487,Graduate,336629,Approved
LID101437,User1437,9212888005,34,86624,740,Graduate,663587,Rejected
LID101438,User1438,9289104550,50,183864,385,Graduate,567537,Approved
LID101439,User1439,9738879978,24,160836,775,Not Graduate,942016,Approved
LID101440,User1440,9776447555,38,140356,351,Graduate,444283,Rejected
LID101441,User1441,9346787249,57,62727,410,Graduate,857039,Approved
LID101442,User1442,9103958887,45,98471,342,Graduate,290491,Rejected
LID101443,User1443,9719461450,21,28068,510,Not Graduate,635885,Approved
LID101444,User1444,9168664098,35,136923,499,Not Graduate,307808,Rejected
LID101445,User1445,9990872974,29,158367,325,Graduate,910986,Rejected
LID101446,User1446,9265142399,35,192232,598,Not Graduate,817842,Rejected
LID101447,User1447,9313211575,44,31390,376,Not Graduate,851619,Rejected
LID101448,User1448,9276974550,24,126752,436,Not Graduate,808271,Rejected
LID101449,User1449,9811528031,32,171203,319,Not Graduate,840417,Rejected
LID101450,User1450,9417610039,57,114754,739,Not Graduate,748412,Approved
LID101451,User1451,9769273627,57,95969,510,Not Graduate,200635,Approved
LID101452,User1452,9498866208,63,166110,850,Graduate,752682,Approved
LID101453,User1453,9349289133,26,97064,734,Not Graduate,766605,Rejected
LID101454,User1454,9661394364,59,41281,506,Not Graduate,887946,Rejected
LID101455,User1455,9200621002,44,74189,738,Graduate,330752,Rejected
LID101456,User1456,9856727313,31,68511,341,Graduate,907759,Rejected
LID101457,User1457,9979116525,33,142115,710,Graduate,762585,Approved
LID101458,User1458,9377571380,54,28605,822,Graduate,517210,Approved
LID101459,User1459,9414580782,45,120318,726,Not Graduate,302773,Approved
LID101460,User1460,9244754066,27,152453,574,Not Graduate,329365,Approved
LID101461,User1461,9286860491,24,39810,747,Not Graduate,884938,Approved
LID101462,User1462,9396522466,28,175394,668,Not Graduate,857400,Rejected
LID101463,User1463,9602964169,40,61869,519,Graduate,439821,Rejected
LID101464,User1464,9985072033,49,52955,876,Not Graduate,263678,Approved
LID101465,User1465,9764172737,30,81388,531,Not Graduate,471153,Approved
LID101466,User1466,9944043832,63,30207,627,Graduate,505651,Approved
LID101467,User1467,9727265673,54,179292,742,Not Graduate,230580,Approved
LID101468,User1468,9570415080,46,42031,351,Not Graduate,836064,Approved
LID101469,User1469,9992639710,61,100807,675,Not Graduate,569911,Approved
LID101470,User1470,9399971699,23,91312,562,Not Graduate,222903,Approved
LID101471,User1471,9251297126,26,79766,566,Graduate,486149,Approved
LID101472,User1472,9557576387,25,163521,658,Graduate,490523,Rejected
LID101473,User1473,9246409635,25,109833,616,Graduate,753700,Approved
LID101474,User1474,9702475657,43,131041,623,Graduate,152951,Approved
LID101475,User1475,9125332963,29,136185,862,Graduate,944738,Approved
LID101476,User1476,9704286704,55,197164,720,Not Graduate,355745,Approved
LID101477,User1477,9979146265,40,30350,345,Not Graduate,781316,Approved
LID101478,User1478,9708998836,62,120859,899,Graduate,122178,Rejected
LID101479,User1479,9838210558,55,88487,568,Graduate,266383,Approved
LID101480,User1480,9522435113,38,168694,680,Graduate,209826,Approved
LID101481,User1481,9601473366,37,143853,417,Not Graduate,119893,Approved
LID101482,User1482,9514453095,44,73117,865,Graduate,398943,Approved
LID101483,User1483,9314867290,23,121084,415,Not Graduate,563223,Approved
LID101484,User1484,9489318598,52,43782,559,Not Graduate,884799,Approved
LID101485,User1485,9195784164,55,48454,374,Not Graduate,325345,Rejected
LID101486,User1486,9250623686,58,87904,779,Not Graduate,970243,Rejected
LID101487,User1487,9731336303,33,149936,604,Graduate,325375,Rejected
LID101488,User1488,9146896849,45,166664,306,Not Graduate,306682,Approved
LID101489,User1489,9946114640,29,173245,665,Not Graduate,288886,Approved
LID101490,User1490,9461206603,24,184276,822,Graduate,485711,Rejected
LID101491,User1491,9460114029,34,186668,647,Not Graduate,464384,Approved
LID101492,User1492,9201421583,57,185396,737,Not Graduate,475840,Approved
LID101493,User1493,9773840473,54,142258,514,Not Graduate,191707,Approved
LID101494,User1494,9401951868,31,131668,728,Graduate,584252,Approved
LID101495,User1495,9827590244,61,144184,797,Not Graduate,471001,Approved
LID101496,User1496,9837062193,23,181822,839,Not Graduate,800406,Approved
LID101497,User1497,9162789185,48,36566,666,Graduate,788157,Approved
LID101498,User1498,9630103743,49,158262,612,Graduate,790150,Rejected
LID101499,User1499,9320146564,29,58333,837,Not Graduate,782288,Approved
LID101500,User1500,9117046226,23,141929,353,Not Graduate,62336,Approved
LID101501,User1501,9623169485,45,109571,840,Graduate,913907,Approved
LID101502,User1502,9293609960,54,140263,766,Not Graduate,470628,Approved
LID101503,User1503,9633501271,32,152661,463,Graduate,132212,Approved
LID101504,User1504,9463234123,62,45235,633,Not Graduate,911811,Rejected
LID101505,User1505,9573308727,29,20159,846,Graduate,95591,Approved
LID101506,User1506,9597554461,35,163217,647,Not Graduate,898182,Rejected
LID101507,User1507,9541674513,60,182993,572,Graduate,927080,Approved
LID101508,User1508,9296495129,45,124859,713,Graduate,932566,Approved
LID101509,User1509,9903376584,25,167309,799,Graduate,478670,Rejected
LID101510,User1510,9133612733,31,127507,392,Graduate,672825,Approved
LID101511,User1511,9379180390,54,159316,378,Graduate,899104,Approved
LID101512,User1512,9665803077,44,34743,516,Not Graduate,339372,Approved
LID101513,User1513,9906133075,35,66101,657,Not Graduate,64429,Approved
LID101514,User1514,9463458860,58,141534,806,Graduate,134294,Approved
LID101515,User1515,9969314335,28,104227,858,Not Graduate,427721,Approved
LID101516,User1516,9385546665,25,91126,480,Not Graduate,234087,Approved
LID101517,User1517,9724161772,46,76071,875,Not Graduate,924506,Approved
LID101518,User1518,9758194330,38,94763,545,Not Graduate,381080,Rejected
LID101519,User1519,9521537685,26,163309,543,Not Graduate,261979,Rejected
LID101520,User1520,9670859506,57,166721,805,Not Graduate,893810,Rejected
LID101521,User1521,9519003201,33,188785,721,Graduate,87310,Approved
LID101522,User1522,9188703588,48,196481,619,Not Graduate,676115,Rejected
LID101523,User1523,9360169475,25,199838,386,Not Graduate,249899,Approved
LID101524,User1524,9217059609,33,66154,516,Not Graduate,478472,Rejected
LID101525,User1525,9630738779,37,27016,789,Graduate,257500,Approved
LID101526,User1526,9105792532,60,199760,818,Not Graduate,149862,Approved
LID101527,User1527,9346121946,52,109678,577,Not Graduate,351033,Rejected
LID101528,User1528,9292235861,49,132056,468,Not Graduate,363572,Approved
LID101529,User1529,9953955696,23,74238,629,Graduate,422646,Approved
LID101530,User1530,9520403114,60,78608,740,Not Graduate,480423,Rejected
LID101531,User1531,9497584251,54,109081,690,Graduate,624543,Rejected
LID101532,User1532,9309209840,60,182969,795,Not Graduate,417968,Rejected
LID101533,User1533,9273121795,47,70961,680,Graduate,272603,Approved
LID101534,User1534,9778890915,33,195829,605,Graduate,841841,Approved
LID101535,User1535,9730664431,53,46917,812,Graduate,92438,Approved
LID101536,User1536,9755291245,26,173808,487,Not Graduate,291482,Approved
LID101537,User1537,9986884196,44,47990,815,Graduate,815598,Approved
LID101538,User1538,9776998080,39,82551,726,Graduate,835372,Approved
LID101539,User1539,9189312529,36,173512,801,Graduate,844301,Approved
LID101540,User1540,9234670110,60,186277,559,Graduate,544476,Approved
LID101541,User1541,9273655961,48,100811,812,Not Graduate,762222,Rejected
LID101542,User1542,9829337940,53,75103,370,Not Graduate,531153,Rejected
LID101543,User1543,9800611762,61,192699,777,Not Graduate,862390,Rejected
LID101544,User1544,9498810117,33,126122,477,Not Graduate,257374,Rejected
LID101545,User1545,9696698416,63,39008,756,Graduate,987272,Approved
LID101546,User1546,9360701790,45,52402,488,Not Graduate,801690,Rejected
LID101547,User1547,9532640329,62,156865,590,Graduate,731505,Approved
LID101548,User1548,9274085000,56,156643,819,Not Graduate,387766,Rejected
LID101549,User1549,9701129949,47,167281,591,Not Graduate,551955,Rejected
LID101550,User1550,9906878002,58,133550,582,Not Graduate,600730,Rejected
LID101551,User1551,9396778720,27,194220,843,Graduate,131948,Approved
LID101552,User1552,9979476947,25,111218,676,Not Graduate,304657,Approved
LID101553,User1553,9420555517,63,153296,455,Not Graduate,337740,Approved
LID101554,User1554,9535675840,51,199767,807,Not Graduate,650079,Approved
LID101555,User1555,9318861865,43,140779,712,Graduate,616694,Approved
LID101556,User1556,9478536919,62,149714,827,Not Graduate,90524,Approved
LID101557,User1557,9813095528,30,52441,654,Not Graduate,204404,Approved
LID101558,User1558,9666704719,52,190201,858,Graduate,160160,Approved
LID101559,User1559,9729940945,63,82368,486,Graduate,196836,Rejected
LID101560,User1560,9971749402,50,112122,330,Not Graduate,732923,Approved
LID101561,User1561,9814685194,59,64760,559,Not Graduate,530891,Approved
LID101562,User1562,9868427068,51,43478,720,Not Graduate,217442,Rejected
LID101563,User1563,9944076463,38,147881,828,Graduate,841494,Approved
LID101564,User1564,9892758102,56,91854,850,Graduate,618933,Rejected
LID101565,User1565,9813551016,22,114230,603,Graduate,434903,Approved
LID101566,User1566,9950371052,34,105716,338,Not Graduate,319388,Approved
LID101567,User1567,9595597996,33,163252,788,Graduate,973876,Approved
LID101568,User1568,9998067076,49,118538,841,Not Graduate,810769,Approved
LID101569,User1569,9822746487,32,35372,577,Graduate,831608,Approved
LID101570,User1570,9463775111,59,49796,502,Graduate,135501,Approved
LID101571,User1571,9555026691,22,118826,365,Graduate,167450,Approved
LID101572,User1572,9670103702,52,140592,407,Not Graduate,769831,Approved
LID101573,User1573,9130379559,33,113635,567,Not Graduate,815893,Approved
LID101574,User1574,9206893680,47,131022,521,Not Graduate,329100,Approved
LID101575,User1575,9611489074,61,74040,829,Not Graduate,981398,Approved
LID101576,User1576,9631770652,37,95357,389,Graduate,542134,Approved
LID101577,User1577,9935548505,60,98356,554,Not Graduate,250658,Approved
LID101578,User1578,9408715989,51,36211,754,Graduate,590997,Approved
LID101579,User1579,9992384199,54,125426,552,Not Graduate,786618,Approved
LID101580,User1580,9579508749,44,25842,556,Not Graduate,430572,Rejected
LID101581,User1581,9810530264,55,86852,682,Graduate,327354,Approved
LID101582,User1582,9295152995,26,145737,741,Graduate,938513,Rejected
LID101583,User1583,9394347504,39,65968,898,Not Graduate,219746,Rejected
LID101584,User1584,9114384706,50,37508,389,Not Graduate,568467,Approved
LID101585,User1585,9904756299,27,173077,689,Graduate,150025,Approved
LID101586,User1586,9441742749,30,74575,881,Graduate,460949,Rejected
LID101587,User1587,9595218342,61,170043,343,Graduate,201152,Rejected
LID101588,User1588,9590174758,52,176671,897,Graduate,545416,Approved
LID101589,User1589,9179688524,54,86914,318,Graduate,234484,Rejected
LID101590,User1590,9413217838,48,87055,400,Not Graduate,960908,Rejected
LID101591,User1591,9671810842,35,107697,656,Not Graduate,240043,Approved
LID101592,User1592,9502258617,50,126239,841,Not Graduate,896278,Rejected
LID101593,User1593,9636632986,57,143106,332,Not Graduate,115480,Approved
LID101594,User1594,9636674936,49,25355,528,Graduate,817128,Approved
LID101595,User1595,9379511074,42,74120,823,Graduate,365104,Rejected
LID101596,User1596,9427781584,24,58342,454,Graduate,284622,Rejected
LID101597,User1597,9363148638,40,22257,722,Not Graduate,484368,Approved
LID101598,User1598,9227974233,52,47364,545,Graduate,470466,Approved
LID101599,User1599,9733229231,56,176044,704,Graduate,922197,Approved
LID101600,User1600,9773921373,24,131715,840,Not Graduate,691553,Rejected
LID101601,User1601,9413188145,47,46654,460,Not Graduate,884569,Approved
LID101602,User1602,9651724341,37,101423,416,Not Graduate,787371,Rejected
LID101603,User1603,9779241526,32,49320,570,Graduate,168922,Rejected
LID101604,User1604,9672261330,42,40808,786,Graduate,566576,Approved
LID101605,User1605,9713730516,37,72389,471,Not Graduate,695568,Approved
LID101606,User1606,9938609602,30,138581,573,Not Graduate,489628,Approved
LID101607,User1607,9425645167,21,147927,558,Graduate,356020,Approved
LID101608,User1608,9817791982,42,54773,434,Not Graduate,930979,Approved
LID101609,User1609,9535173809,46,178819,721,Graduate,779024,Approved
LID101610,User1610,9470755521,38,96396,720,Not Graduate,886659,Approved
LID101611,User1611,9812595152,34,127692,485,Not Graduate,737810,Approved
LID101612,User1612,9386036900,49,77505,663,Not Graduate,134433,Approved
LID101613,User1613,9214649142,32,105896,677,Graduate,123704,Approved
LID101614,User1614,9763232557,56,38135,822,Graduate,581149,Approved
LID101615,User1615,9651931010,55,110887,879,Not Graduate,288366,Approved
LID101616,User1616,9649211236,32,142118,495,Graduate,374058,Approved
LID101617,User1617,9340387126,27,67377,397,Not Graduate,113888,Approved
LID101618,User1618,9656384584,49,174626,321,Not Graduate,915718,Approved
LID101619,User1619,9976606271,31,82491,749,Graduate,635581,Rejected
LID101620,User1620,9142733492,53,78283,471,Graduate,263596,Approved
LID101621,User1621,9295013077,26,36923,682,Graduate,118515,Approved
LID101622,User1622,9814145281,35,67591,433,Graduate,466740,Rejected
LID101623,User1623,9730666106,52,82261,725,Not Graduate,319209,Approved
LID101624,User1624,9507158712,31,74336,324,Graduate,743044,Approved
LID101625,User1625,9526827396,43,94083,802,Graduate,663008,Rejected
LID101626,User1626,9208883567,46,80948,484,Not Graduate,214437,Rejected
LID101627,User1627,9534983314,54,184074,384,Not Graduate,895308,Rejected
LID101628,User1628,9642138090,54,46672,866,Not Graduate,991208,Rejected
LID101629,User1629,9106004682,49,24213,443,Not Graduate,238929,Approved
LID101630,User1630,9294512783,24,161365,711,Graduate,186694,Approved
LID101631,User1631,9956399493,37,82507,523,Graduate,920229,Approved
LID101632,User1632,9279595509,55,77134,519,Not Graduate,291540,Approved
LID101633,User1633,9733568528,33,153172,478,Not Graduate,665429,Approved
LID101634,User1634,9709056550,61,48172,732,Graduate,296476,Rejected
LID101635,User1635,9145595502,59,40132,564,Graduate,414534,Approved
LID101636,User1636,9886007150,35,38199,728,Graduate,409000,Approved
LID101637,User1637,9157162467,49,56609,715,Graduate,902633,Rejected
LID101638,User1638,9390240157,49,194037,752,Graduate,475910,Rejected
LID101639,User1639,9360861636,31,159088,496,Not Graduate,926198,Approved
LID101640,User1640,9598575022,52,190851,853,Not Graduate,72995,Rejected
LID101641,User1641,9871453405,22,51881,352,Not Graduate,928752,Rejected
LID101642,User1642,9266127768,34,44472,779,Not Graduate,654429,Approved
LID101643,User1643,9959777635,40,187093,742,Graduate,713779,Approved
LID101644,User1644,9290606630,42,74131,629,Not Graduate,491168,Approved
LID101645,User1645,9242014989,31,175159,550,Graduate,739197,Approved
LID101646,User1646,9189607411,47,32828,422,Graduate,120799,Approved
LID101647,User1647,9629225606,23,116664,686,Graduate,754237,Rejected
LID101648,User1648,9305053899,37,152473,638,Graduate,549471,Rejected
LID101649,User1649,9776174764,64,35193,647,Graduate,882119,Rejected
LID101650,User1650,9979111569,48,195936,328,Graduate,805027,Rejected
LID101651,User1651,9518513330,49,171379,334,Graduate,87276,Rejected
LID101652,User1652,9185804090,41,122518,817,Not Graduate,608811,Approved
